1.25000e-02	1.25000e-02	0.00000e+00
1.25000e-02	3.75000e-02	-8.96044e-07
1.25000e-02	6.25000e-02	8.75110e-03
1.25000e-02	8.75000e-02	1.51390e-02
1.25000e-02	1.12500e-01	1.46031e-02
1.25000e-02	1.37500e-01	4.55043e-03
1.25000e-02	1.62500e-01	-1.63970e-02
1.25000e-02	1.87500e-01	-4.86875e-02
1.25000e-02	2.12500e-01	-9.19722e-02
1.25000e-02	2.37500e-01	-1.45197e-01
1.25000e-02	2.62500e-01	-2.06711e-01
1.25000e-02	2.87500e-01	-2.74406e-01
1.25000e-02	3.12500e-01	-3.45901e-01
1.25000e-02	3.37500e-01	-4.18746e-01
1.25000e-02	3.62500e-01	-4.90636e-01
1.25000e-02	3.87500e-01	-5.59605e-01
1.25000e-02	4.12500e-01	-6.24202e-01
1.25000e-02	4.37500e-01	-6.83612e-01
1.25000e-02	4.62500e-01	-7.37759e-01
1.25000e-02	4.87500e-01	-7.87363e-01
1.25000e-02	5.12500e-01	-8.33977e-01
1.25000e-02	5.37500e-01	-8.80037e-01
1.25000e-02	5.62500e-01	-9.28903e-01
1.25000e-02	5.87500e-01	-9.84940e-01
1.25000e-02	6.12500e-01	-1.05361e+00
1.25000e-02	6.37500e-01	-1.14156e+00
1.25000e-02	6.62500e-01	-1.25657e+00
1.25000e-02	6.87500e-01	-1.40730e+00
1.25000e-02	7.12500e-01	-1.60253e+00
1.25000e-02	7.37500e-01	-1.84985e+00
1.25000e-02	7.62500e-01	-2.15408e+00
1.25000e-02	7.87500e-01	-2.51756e+00
1.25000e-02	8.12500e-01	-2.94704e+00
1.25000e-02	8.37500e-01	-3.47145e+00
1.25000e-02	8.62500e-01	-4.11850e+00
1.25000e-02	8.87500e-01	-4.27096e+00
1.25000e-02	9.12500e-01	1.80574e+01
1.25000e-02	9.37500e-01	9.62022e-01
1.25000e-02	9.62500e-01	3.00626e-01
1.25000e-02	9.87500e-01	-4.88391e-01
1.25000e-02	1.01250e+00	-1.16656e+00
1.25000e-02	1.03750e+00	-1.82207e+01
1.25000e-02	1.06250e+00	4.26642e+00
1.25000e-02	1.08750e+00	4.16727e+00
1.25000e-02	1.11250e+00	3.57572e+00
1.25000e-02	1.13750e+00	3.10586e+00
1.25000e-02	1.16250e+00	2.69823e+00
1.25000e-02	1.18750e+00	2.30573e+00
1.25000e-02	1.21250e+00	1.92387e+00
1.25000e-02	1.23750e+00	1.56678e+00
1.25000e-02	1.26250e+00	1.25078e+00
1.25000e-02	1.28750e+00	9.86945e-01
1.25000e-02	1.31250e+00	7.79101e-01
1.25000e-02	1.33750e+00	6.24990e-01
1.25000e-02	1.36250e+00	5.18543e-01
1.25000e-02	1.38750e+00	4.52098e-01
1.25000e-02	1.41250e+00	4.17996e-01
1.25000e-02	1.43750e+00	4.09460e-01
1.25000e-02	1.46250e+00	4.20903e-01
1.25000e-02	1.48750e+00	4.47860e-01
1.25000e-02	1.51250e+00	4.86733e-01
1.25000e-02	1.53750e+00	5.34463e-01
1.25000e-02	1.56250e+00	5.88225e-01
1.25000e-02	1.58750e+00	6.45178e-01
1.25000e-02	1.61250e+00	7.02294e-01
1.25000e-02	1.63750e+00	7.56264e-01
1.25000e-02	1.66250e+00	8.03477e-01
1.25000e-02	1.68750e+00	8.40073e-01
1.25000e-02	1.71250e+00	8.62050e-01
1.25000e-02	1.73750e+00	8.65424e-01
1.25000e-02	1.76250e+00	8.46435e-01
1.25000e-02	1.78750e+00	8.01799e-01
1.25000e-02	1.81250e+00	7.29048e-01
1.25000e-02	1.83750e+00	6.26957e-01
1.25000e-02	1.86250e+00	4.96190e-01
1.25000e-02	1.88750e+00	3.40365e-01
1.25000e-02	1.91250e+00	1.68084e-01
1.25000e-02	1.93750e+00	-2.90163e-03
1.25000e-02	1.96250e+00	-1.37099e-01
1.25000e-02	1.98750e+00	-1.67267e-01

3.75000e-02	1.25000e-02	0.00000e+00
3.75000e-02	3.75000e-02	6.39080e-03
3.75000e-02	6.25000e-02	-1.91905e-04
3.75000e-02	8.75000e-02	-4.66511e-03
